vendor,area,site_name,installed_capacity,latitude,longitude
INVT,UPC-07,NKT8525-DN1P4.10,4.1,13.810833,100.055556
INVT,UPC-07,NKT8555-NB1P4,4.1,13.780934,100.228291
INVT,UPC-07,NKT8559-NB1P4,4.1,13.734444,100.336389
INVT,UPC-07,NKT8562-NB1P4,4.1,13.898889,100.005833
INVT,UPC-07,NKT8571-NB1P4,4.1,13.817778,100.101944
INVT,UPC-07,NKT8635-NB1P4,4.1,13.74,100.318889
INVT,UPC-07,NKT8636-NB1P4,4.1,13.728333,100.305278
INVT,UPC-07,NKT8647-NB1P4,4.1,13.7575,100.23
INVT,UPC-07,NKT8649-NB1P4,4.1,13.917014,100.003568
INVT,UPC-07,NKT8651-NB1P4,4.1,13.863889,100.022778
INVT,UPC-07,NKT8694-NB1P4,4.1,13.705278,100.23
INVT,UPC-07,RCB6738-NB1P4,4.1,13.535813,99.797412
INVT,UPC-07,RCB6740-NB1P4,4.1,13.519035,99.802566
INVT,UPC-07,RCB8515-NB1P4,4.1,13.8225,99.885556
INVT,UPC-07,RCB8517-NB1P4,4.1,13.8026,99.873197
INVT,UPC-07,RCB8535-NB1P4,4.1,13.752109,99.921873
INVT,UPC-07,RCB8540-NB1P4,4.1,13.698307,99.913249
INVT,UPC-07,RCB8553-NB1P4,4.1,13.6908,99.827088
INVT,UPC-07,SMK6721-NB1P4,4.1,13.588056,100.346667
INVT,UPC-07,SMK7002-NB1P4,4.1,13.565833,100.3325
INVT,UPC-07,SMK7146-NB1P4,4.1,13.541667,100.210556
INVT,UPC-07,SMK8546-NB1P4,4.1,13.665,100.284167
INVT,UPC-07,SMK8548-NB1P4,4.1,13.600556,100.373333
INVT,UPC-07,KCN1001-NB1P4,4,14.485854,100.123628
INVT,UPC-07,KCN6828-NB1P4,4,13.986164,99.723633
INVT,UPC-07,SMK1506-NB1P4,4,13.530278,100.271389
INVT,UPC-07,SMK8554-NB1P4,4,13.472778,100.113889
INVT,UPC-07,SMK8595-NB1P4,4,13.600556,100.234167
INVT,UPC-07,SMK8600-NB1P4,4,13.6712,100.274561
INVT,UPC-07,SMK8602-NB1P4,4,13.624167,100.3
INVT,UPC-07,SMK8603-NB1P4,4,13.633056,100.278889
INVT,UPC-07,SMK8604-NB1P4,4,13.6125,100.324167
INVT,UPC-07,SMK8611-NB1P4,4,13.515833,100.267778
INVT,UPC-07,SMK8615-NB1P4,4,13.552778,100.266667
INVT,UPC-07,SMS6709-NB1P4,4,13.386417,99.988194
INVT,UPC-07,SMS8509-NB1P4,4,13.393889,100.004167
INVT,UPC-07,SMS8510-NB1P4,4,13.420556,99.954722
INVT,UPC-07,SPB6003-NB1P4,4,14.486033,100.123163
INVT,UPC-07,SPB6024-NB1P4,4,14.15775,100.144289
INVT,UPC-07,SPB6783-NB1P4,4,14.46325,100.207622
INVT,UPC-07,SPB8523-NB1P4,4,14.507139,100.116483
INVT,UPC-09,SKA1038-RN3P29.52,29.52,7.034017,100.485544
INVT,UPC-09,NKS0001-PN3P20.91,20.91,8.43169,99.9659
INVT,UPC-09,TRG1021-PN3P20.91,20.91,7.55605,99.5829
INVT,UPC-09,NRT1039-PN1P18.45,18.45,6.419722,101.836944
INVT,UPC-09,PTN1025-PN1P17.22,17.22,6.8475,101.2625
INVT,UPC-09,YLA1017-PN1P16.81,16.81,6.578333,101.296389
INVT,UPC-09,STN1001-PN3P15.58,15.58,6.7226,100.065
INVT,UPC-09,NKS1009-DN3P15.17,15.17,8.16359,99.7144
INVT,UPC-09,PTL0016-PN3P15,15,7.606667,100.0525
INVT,UPC-09,NRT1004-DN1P12.3,12.3,6.293333,101.714722
INVT,UPC-09,NRT1007-DN1P12.3,12.3,6.403333,101.709722
INVT,UPC-09,PTN1005-DN1P12.3,12.3,6.7275,101.093889
INVT,UPC-09,PTN1021-DN3P10.66,12.3,6.719167,101.415556
INVT,UPC-09,TRG0028-DN1P12.3,12.3,7.74696,99.6123
INVT,UPC-09,YLA1008-DN1P12.3,12.3,6.183333,101.161667
INVT,UPC-09,STN1002-DN1P11.07,11.07,6.8825,99.786111
INVT,UPC-09,PTN1015-DN3P10.66,10.66,6.862778,101.371389
INVT,UPC-09,SKA0020-DN1P10.25,10.25,6.91577,100.734
INVT,UPC-09,SKA0074-DN3P10,10,7.12781,100.572
INVT,UPC-09,TRG6548-NBDC10,10,7.309136,99.259044
INVT,UPC-09,NKS0018-DN1P9.84,9.84,8.04109,100.302
INVT,UPC-09,NKS1013-DN1P9.84,9.84,8.38502,99.5453
INVT,UPC-09,NRT1012-DN1P9.84,9.84,6.259211,102.052261
INVT,UPC-09,NRT1015-DN1P9.84,9.84,6.0878,101.8782
INVT,UPC-09,NRT8521-DN1P9.84,9.84,5.931,101.8809
INVT,UPC-09,NRT8522-DN1P9.84,9.84,6.389158,101.510269
INVT,UPC-09,TRG1025-DN1P9.84,9.84,7.21183,99.7191
INVT,UPC-09,YLA1004-DN1P9.84,9.84,6.484372,101.130464
INVT,UPC-09,YLA1007-DN1P9.84,9.84,6.421389,101.278889
INVT,UPC-09,YLA6749-DN1P9.84,9.84,5.771667,101.088889
INVT,UPC-09,SKA0018-DN1P8.61,8.61,6.74574,100.674
INVT,UPC-09,SKA0035-DN1P8.61,8.61,6.93357,100.465
INVT,UPC-09,PTL0022-DN1P8.2,8.2,7.23323,100.183
INVT,UPC-09,PTL1008-DN1P8.20,8.2,7.56604,99.9329
INVT,UPC-09,NKS0072-DN1P6.15,6.15,8.61123,99.9538
INVT,UPC-09,NKS12100-DN1P6.15,6.15,8.33782,100.197
INVT,UPC-09,NKS15100-DN1P6.15,6.15,9.21275,99.8637
INVT,UPC-09,NRT8537-DN1P6.15,6.15,6.225567,101.714842
INVT,UPC-09,SKA0030-DN1P6.15,6.15,7.15199,100.286
INVT,UPC-09,TRG0009-DN1P6.15,6.15,7.74135,99.4301
INVT,UPC-09,NKS32100-DN3P5.33,5.33,8.11625,100.091
INVT,UPC-09,SKA0036-NB1P5.12,5.12,6.851667,100.468056
INVT,UPC-09,PTN6729-NBDC5,5,6.677294,101.365711
INVT,UPC-09,SKA8683-NB1P5,5,7.080556,100.551944
INVT,UPC-09,NKS0020-DN1P4.92,4.92,8.30107,99.3662
INVT,UPC-09,NKS0030-DN1P4.92,4.92,8.72083,99.7538
INVT,UPC-09,NKS0071-DN1P4.92,4.92,9.18055,99.8566
INVT,UPC-09,NRT1009-NBDC4.92,4.92,6.381506,101.801386
INVT,UPC-09,NRT1018-NBDC4.92,4.92,6.126717,102.046122
INVT,UPC-09,NRT6702-NBDC4.92,4.92,6.330767,101.647897
INVT,UPC-09,NRT6705-NBDC4.92,4.92,6.272019,101.696539
INVT,UPC-09,NRT6708-NBDC4.92,4.92,6.530931,101.683908
INVT,UPC-09,NRT6718-NBDC4.92,4.92,6.566169,101.719303
INVT,UPC-09,NRT6737-NBDC4.92,4.92,6.38542,101.669143
INVT,UPC-09,NRT6743-NBDC4.92,4.92,6.407906,101.802186
INVT,UPC-09,NRT6752-NBDC4.92,4.92,6.195394,102.037936
INVT,UPC-09,PTN6708-NBDC4.92,4.92,6.929217,101.317533
INVT,UPC-09,PTN6709-NBDC4.92,4.92,6.846275,101.314822
INVT,UPC-09,PTN6713-NBDC4.92,4.92,6.662458,101.413978
INVT,UPC-09,PTN6718-NBDC4.92,4.92,6.7879,101.4812
INVT,UPC-09,PTN6728-NBDC4.92,4.92,6.813994,101.377289
INVT,UPC-09,PTN8521-NBDC4.92,4.92,6.883664,101.413408
INVT,UPC-09,SKA0061-DN1P4.92,4.92,7.13926,100.625
INVT,UPC-09,SKA0092-DN1P4.92,4.92,7.00072,100.494
INVT,UPC-09,SKA1020-DN1P4.92,4.92,6.62039,100.95
INVT,UPC-09,SKA1064-DN1P4.92,4.92,7.78006,100.353
INVT,UPC-09,SKA8556-DN1P4.92,4.92,7.45301,100.445
INVT,UPC-09,STN1003-DN1P4.92,4.92,7.10512,99.7522
INVT,UPC-09,STN1004-DN1P4.92,4.92,6.84245,100.084
INVT,UPC-09,STN8502-DN1P4.92,4.92,6.60617,100.065
INVT,UPC-09,TRG1001-DN1P4.92,4.92,7.3816,99.6746
INVT,UPC-09,YLA6708-NBDC4.92,4.92,5.778975,101.148392
INVT,UPC-09,YLA6716-NBDC4.92,4.92,6.4758,101.4255
INVT,UPC-09,YLA6717-NBDC4.92,4.92,6.509658,101.370864
INVT,UPC-09,STN7139-NBDC4.65,4.65,6.487736,99.296489
INVT,UPC-09,SKA1135-NB1P4,4.14,6.979167,100.765278
INVT,UPC-09,SKA1140-NB1P4,4.14,7.255556,100.456944
INVT,UPC-09,SKA6809-NB1P4,4.1,7.621667,100.396389
INVT,UPC-09,SKA6853-NB1P4,4.1,7.516667,100.428056
INVT,UPC-09,SKA8563-NB1P4,4.1,7.059722,100.513889
INVT,UPC-09,SKA6722-NB1P4,4,7.846389,100.351389
INVT,UPC-09,SKA6729-NB1P4,4,7.846389,100.351389
INVT,UPC-09,SKA6789-NB1P4,4,7.440556,100.414167
INVT,UPC-09,SKA6810-NB1P4,4,7.868333,100.281389
INVT,UPC-03,NKP0001-PN3P27.47,27.47,17.394137,104.768323
INVT,UPC-03,LOI5600-NBDC24,24,16.886667,101.787778
INVT,UPC-03,KKN0030B-RN3P22.59,22.59,16.421029,102.821732
INVT,UPC-03,LOI01001-PN3P21.73,21.73,17.513,101.721
INVT,UPC-03,BKN1601-PN3P18.04,18.04,18.369722,103.650556
INVT,UPC-03,SKN0565-PN3P18.04,18.04,17.168952,104.136376
INVT,UPC-03,KKN1260-DN3P17.22,17.22,16.756944,102.635833
INVT,UPC-03,LOI1612-DN1P13.53,13.53,17.127222,101.855
INVT,UPC-03,KLS1603-DN1P11.07,11.07,16.539444,104.044444
INVT,UPC-03,KLS1613-DN1P11.07,11.07,16.586944,103.2375
INVT,UPC-03,LOI1618-DN1P11.07,11.07,17.623056,101.419167
INVT,UPC-03,NBL1802-PN3P11.07,11.07,17.2124,102.446
INVT,UPC-03,NKP1610-DN3P11.07,11.07,16.930775,104.493969
INVT,UPC-03,SKN1611-DN1P11.07,11.07,17.851667,103.754444
INVT,UPC-03,UDT0054-DN1P11.07,11.07,17.058333,102.92
INVT,UPC-03,KKN0021-DN1P9.84,9.84,16.4925,102.435556
INVT,UPC-03,KKN0025-DN3P9.84,9.84,16.713056,102.867222
INVT,UPC-03,KKN0028-DN3P9.84,9.84,16.130556,102.539722
INVT,UPC-03,KKN0502-DN1P9.84,9.84,16.4725,102.855278
INVT,UPC-03,KKN0985-DN3P9.84,9.84,15.728056,102.796111
INVT,UPC-03,LOI1600-DN3P9.84,9.84,17.8875,101.654444
INVT,UPC-03,LOI1604-DN1P9.84,9.84,17.278333,101.145556
INVT,UPC-03,LOI1605-DN1P9.84,9.84,17.451667,101.358889
INVT,UPC-03,LOI1611-DN3P9.84,9.84,17.301667,101.769722
INVT,UPC-03,NKI1600-DN1P9.84,9.84,17.953056,102.596111
INVT,UPC-03,NKP1316-DN1P9.84,9.84,17.053889,104.677778
INVT,UPC-03,NKP2063-DN3P9.84,9.84,16.937778,104.725556
INVT,UPC-03,SKN0576-DN1P9.84,9.84,17.346667,103.854722
INVT,UPC-03,SKN1601-DN1P9.84,9.84,17.0475,104.275833
INVT,UPC-03,SKN1612-DN1P9.84,9.84,17.594167,103.975278
INVT,UPC-03,SKN2027-DN3P9.84,9.84,17.332222,104.328611
INVT,UPC-03,SKN3015-DN1P9.84,9.84,17.196389,104.093333
INVT,UPC-03,UDT0007-DN1P9.84,9.84,17.386667,102.825278
INVT,UPC-03,UDT0660-DN3P9.84,9.84,17.109383,103.011964
INVT,UPC-03,UDT0667-DN3P9.84,9.84,17.696667,102.918611
INVT,UPC-03,UDT1038-DN1P9.84,9.84,17.417222,102.566111
INVT,UPC-03,UDT1604-DN1P9.84,9.84,17.179444,103.16
INVT,UPC-03,UDT2021-DN3P9.84,9.84,17.360833,103.1025
INVT,UPC-03,NKP1602-DN1P9.02,9.02,17.571944,104.604167
INVT,UPC-03,KKN1628-DN3P8.2,8.2,16.426111,102.86
INVT,UPC-03,BKN1819-DN1P6.15,6.15,17.959167,104.049167
INVT,UPC-03,NKP1606-DN1P6.15,6.15,17.961944,104.218611
INVT,UPC-03,BKN1609-DN1P4.92,4.92,18.320556,103.297222
INVT,UPC-03,BKN1610-DN1P4.92,4.92,18.025556,103.710278
INVT,UPC-03,KKN0023-DN1P4.92,4.92,16.540833,102.096111
INVT,UPC-03,KKN0056-DN1P4.92,4.92,15.821389,102.609167
INVT,UPC-03,KKN0992-DN1P4.92,4.92,15.877222,102.911389
INVT,UPC-03,KKN1507-DN1P4.92,4.92,16.491944,102.820556
INVT,UPC-03,KKN1604-DN1P4.92,4.92,16.790278,102.180278
INVT,UPC-03,KKN2032-DN1P4.92,4.92,16.849167,102.870833
INVT,UPC-03,KKN8600-DN1P4.92,4.92,16.651667,102.381389
INVT,UPC-03,KLS1623-DN1P4.92,4.92,16.934444,103.242222
INVT,UPC-03,LOI1602-DN1P4.92,4.92,16.909167,101.917778
INVT,UPC-03,LOI1619-DN1P4.92,4.92,18.016111,101.884444
INVT,UPC-03,LOI8571-DN1P4.92,4.92,17.769167,101.978611
INVT,UPC-03,NBL1600-DN1P4.92,4.92,17.304167,102.188889
INVT,UPC-03,NBL1602-DN1P4.92,4.92,16.9725,102.282222
INVT,UPC-03,NBL1801-DN1P4.92,4.92,17.565,102.278056
INVT,UPC-03,NKI1602-DN1P4.92,4.92,18.056944,102.281389
INVT,UPC-03,NKI1608-DN1P4.92,4.92,18.2125,103.175556
INVT,UPC-03,NKI1614-DN1P4.92,4.92,18.0175,103.308056
INVT,UPC-03,NKP1603-DN1P4.92,4.92,17.174053,104.529611
INVT,UPC-03,SKN1605-DN1P4.92,4.92,17.6375,103.751667
INVT,UPC-03,SKN1606-DN1P4.92,4.92,17.2925,103.640278
INVT,UPC-03,SKN1610-DN1P4.92,4.92,17.084722,103.824444
INVT,UPC-03,UDT0617-DN1P4.92,4.92,17.689444,102.461389
INVT,UPC-03,UDT1600-DN1P4.92,4.92,17.681667,103.253333
INVT,UPC-03,UDT1605-DN1P4.92,4.92,16.946389,103.441111
INVT,UPC-03,UDT1612-DN1P4.92,4.92,17.7675,102.199722
INVT,UPC-03,UDT1625-DN1P4.92,4.92,17.393611,102.7925
INVT,UPC-03,UDT8505-DN1P4.92,4.92,17.439444,102.777778
INVT,UPC-04,NKR0065-DN3P25.83,25.83,14.713547,101.424257
INVT,UPC-04,BRR2424-DN3P13.12,13.12,14.998056,103.098889
INVT,UPC-04,SRN2072-DN3P13.12,13.12,14.875101,103.503967
INVT,UPC-04,BRR6761-DN3P12,12.3,14.613611,103.115833
INVT,UPC-04,CYP1601-DN1P11.48,11.48,15.854167,101.412778
INVT,UPC-04,SRN2050-DN3P11.48,11.48,14.638889,103.403889
INVT,UPC-04,CYP8569-DN1P11.07,11.07,15.509167,101.688611
INVT,UPC-04,NKR1600-DN3P11.07,11.07,18.020556,103.706667
INVT,UPC-04,BRR1509-DN3P9.84,9.84,15.298056,103.290556
INVT,UPC-04,BRR1614-DN1P9.84,9.84,15.548889,102.998056
INVT,UPC-04,CYP1600-DN1P9.84,9.84,15.754722,101.763333
INVT,UPC-04,NKR0019-DN3P9.84,9.84,14.9292,101.95
INVT,UPC-04,NKR0020-DN1P9.84,9.84,14.8915,101.821
INVT,UPC-04,NKR0031-DN3P9.84,9.84,14.737222,102.169722
INVT,UPC-04,NKR0034-DN3P9.84,9.84,15.016667,102.412778
INVT,UPC-04,NKR0037-DN3P9.84,9.84,15.580833,102.437778
INVT,UPC-04,NKR0057-DN3P9.84,9.84,15.549167,102.5375
INVT,UPC-04,NKR0508-DN3P9.84,9.84,15.005,102.128056
INVT,UPC-04,NKR1602-DN3P9.84,9.84,14.712778,102.456389
INVT,UPC-04,NKR1643-DN1P9.84,9.84,14.518333,101.372778
INVT,UPC-04,NKR2406-DN1P9.84,9.84,15.528056,102.715556
INVT,UPC-04,NKR7100-DN1P9.84,9.84,14.421667,101.861667
INVT,UPC-04,SRN0583-DN3P9.84,9.84,14.881111,103.491111
INVT,UPC-04,SRN1609-DN1P9.84,9.84,14.480833,103.584444
INVT,UPC-04,SRN2156-DN3P9.84,9.84,14.633889,103.849167
INVT,UPC-04,NKR1636-DN1P9.60,9.6,14.65,101.408889
INVT,UPC-04,NKR0027-DN3P9.43,9.43,15.201389,102.523056
INVT,UPC-04,NKR0029-DN3P9.02,9.02,15.189167,101.757222
INVT,UPC-04,NKR0032-DN3P9.02,9.02,15.202222,102.072778
INVT,UPC-04,NKR6776-DN1P9.02,9.02,14.994444,102.653889
INVT,UPC-04,CYP2094-DN3P8.69,8.69,15.8213,102.043
INVT,UPC-04,NKR1657-DN3P8.20,8.2,14.986944,102.083889
INVT,UPC-04,BRR1615-DN1P4.92,4.92,15.274444,102.996111
INVT,UPC-04,CYP1046-DN1P4.92,4.92,16.634167,101.9225
INVT,UPC-04,NKR0022-DN3P4.92,4.92,14.8935,101.722
INVT,UPC-04,NKR8659-DN1P4.92,4.92,15.342222,102.729722
INVT,UPC-04,CYP1801-DN1P4.10,4.1,16.280114,101.943912
INVT,UPC-08,PNA7123-NBDC24.3,24.3,8.654167,97.644167
INVT,UPC-08,PNA7172-NBDC24.3,24.3,8.57086,97.63745
INVT,UPC-08,SRT1048-PN3P18.45,18.45,9.131388,99.347996
INVT,UPC-08,PKT7670-NBDC15,16.2,7.6058,98.3683
INVT,UPC-08,SRT1113-DN1P12.3,12.3,9.051983,99.167212
INVT,UPC-08,PNA7189-NBDC11.3,11.34,8.658507,97.645555
INVT,UPC-08,PNA7189-NBDC11.3-เกาะสิมิรัน8,11.34,8.658507,97.645555
INVT,UPC-08,KBI1010-PN3P11.07,11.07,8.05439,98.9124
INVT,UPC-08,PKT0009-DN1P11.07,11.07,8.10728,98.3088
INVT,UPC-08,PKT0013-DN1P11.07,11.07,7.82456,98.3432
INVT,UPC-08,PKT0022-DN1P11.07,11.07,7.98258,98.3669
INVT,UPC-08,PKT0035-DN1P11.07,11.07,7.99188,98.306428
INVT,UPC-08,RNG1012-PN3P11.07,11.07,9.96891,98.6328
INVT,UPC-08,CPN1012-DN1P9.83,9.83,10.8662,99.3499
INVT,UPC-08,PKT1005-DN1P9.02,9.02,8.07452,98.3414
INVT,UPC-08,PNA1002-DN1P8.61,8.61,8.82664,98.3657
INVT,UPC-08,SRT0020-DN1P8.61,8.61,8.892222,98.881111
INVT,UPC-08,SRT1017-DN1P8.61,8.61,9.43006,99.9427
INVT,UPC-08,CPN0032-DN1P8.2,8.2,9.91838,99.0619
INVT,UPC-08,KBI0010-DN1P6.15,6.15,8.06527,99.3019
INVT,UPC-08,KBI0023-DN1P6.15,6.15,8.50378,98.6992
INVT,UPC-08,KBI0028-DN1P6.15,6.15,8.38285,98.7249
INVT,UPC-08,KBI0038-DN3P6.15,6.15,7.645689,99.03425
INVT,UPC-08,PKT0029-DN1P6.15,6.15,7.89859,98.351
INVT,UPC-08,PNA0016-DN1P6.15,6.15,8.53641,98.2784
INVT,UPC-08,RNG8522-DN1P6.15,6.15,9.790348,98.594169
INVT,UPC-08,SRT0068-NB1P4,6,8.883056,98.846667
INVT,UPC-08,SRT1117-NB1P4,6,8.971944,99.466667
INVT,UPC-08,SRT1130-NB1P4,6,9.450556,99.206944
INVT,UPC-08,SRT1152-NB1P4,6,9.043056,99.540278
INVT,UPC-08,SRT6746-NB1P4,6,8.6,99.430556
INVT,UPC-08,SRT6842-NB1P4,6,9.409167,99.1675
INVT,UPC-08,CPN1004-DN1P4.92,4.92,9.78982,98.7795
INVT,UPC-08,KBI0011-DN1P4.92,4.92,8.06947,98.9958
INVT,UPC-08,NRT6729-NBDC4.92,4.92,5.9707,101.891594
INVT,UPC-08,PKT0012-DN1P4.92,4.92,7.79352,98.3314
INVT,UPC-08,PKT0030-PN3P4.92,4.92,7.87484,98.3649
INVT,UPC-08,PKT01102-DN1P4.92,4.92,7.89906,98.3099
INVT,UPC-08,PKT8557-DN1P4.92,4.92,7.95758,98.2848
INVT,UPC-08,RNG8534-DN1P4.92,4.92,10.118432,98.733872
INVT,UPC-08,SRT1049-DN1P4.92,4.92,9.10339,99.3192
INVT,UPC-08,KBI7140-NB1P4,4,8.081667,98.915833
INVT,UPC-08,PNA7136-NB1P4,4,8.861667,98.339167
INVT,UPC-08,SRT0024-NB1P4,4,9.161667,99.140556
INVT,UPC-08,SRT0036-NB1P4,4,8.986667,99.206944
INVT,UPC-08,SRT0064-NB1P4,4,9.036667,99.110278
INVT,UPC-08,SRT1061-NB1P4,4,9.146667,99.393056
INVT,UPC-08,SRT1101-NB1P4,4,9.181667,99.450556
INVT,UPC-08,SRT1157-NB1P4,4,8.971667,99.466389
INVT,UPC-08,SRT6717-NB1P4,4,9.453056,99.254167
INVT,UPC-08,SRT6720-NB1P4,4,9.093056,99.116944
INVT,UPC-08,SRT6815-NB1P4,4,9.124444,99.037778
INVT,UPC-08,SRT6909-NB1P4,4,9.015556,99.051389
INVT,UPC-01,CMI1641-DN3P22.55,22.55,18.866,98.9855
INVT,UPC-01,MHS6276-NBDC5,20,17.80648,97.805536
INVT,UPC-01,CMI1000-RN3P19.68,19.68,18.774888,98.976609
INVT,UPC-01,PHE0569-PN3P18.04,18.04,18.131356,100.13904
INVT,UPC-01,CMI1804-DN3P17.63,17.63,18.683831,99.043218
INVT,UPC-01,CRI1903-PN3P16.81,16.81,19.853886,99.81735
INVT,UPC-01,CMI2115-DN3P11.07,11.07,19.729477,99.139087
INVT,UPC-01,CRI1601-DN3P11.07,11.07,20.444427,99.88801
INVT,UPC-01,CRI2009-DN3P11.07,11.07,20.164686,99.855895
INVT,UPC-01,CRI7905-NBDC10,10,19.916509,99.860367
INVT,UPC-01,CMI1507-DN3P9.84,9.84,18.816011,98.97186
INVT,UPC-01,LPG1604-DN3P9.84,9.84,19.143139,99.619217
INVT,UPC-01,MHS1601-DN3P9.84,9.84,19.276602,97.957161
INVT,UPC-01,MHS1602-DN3P9.84,9.84,19.356425,98.439647
INVT,UPC-01,MHS1606-DN3P9.84,9.84,18.160441,97.937197
INVT,UPC-01,NAN1608-DN3P9.84,9.84,19.295765,100.859243
INVT,UPC-01,CRI2067-DN3P8.61,8.61,19.551299,99.746171
INVT,UPC-01,MHS6700-DN3P8.61,8.61,19.421671,97.999126
INVT,UPC-01,CRI2065-DN3P8.20,8.2,20.276193,100.084858
INVT,UPC-01,LPN3052B-PN1P8.20,8.2,18.583839,99.05606
INVT,UPC-01,CMI0072-DN3P6.15,6.15,18.679149,98.919823
INVT,UPC-01,CMI0073-DN3P6.15,6.15,18.620995,98.897938
INVT,UPC-01,CMI1953-DN3P6.15,6.15,18.910556,99.0175
INVT,UPC-01,CMI2116-DN3P6.15,6.15,19.911111,99.198611
INVT,UPC-01,CMI6822-DN1P6.15,6.15,18.499125,98.397668
INVT,UPC-01,CRI1219-DN3P6.15,6.15,20.004748,100.044857
INVT,UPC-01,LPN3012-DN3P6.15,6.15,18.433709,98.894077
INVT,UPC-01,LPN3052C-PN1P6.15,6.15,18.58322,99.054697
INVT,UPC-01,PHE6746-DN1P6.15,6.15,17.873723,99.618747
INVT,UPC-01,PYO1148-DN3P6.15,6.15,19.326131,100.145505
INVT,UPC-01,LPN7272-NBDC5.20,5.2,17.685,98.752222
INVT,UPC-01,CRI6391-NBDC5,5,20.332778,99.733056
INVT,UPC-01,MHS7143-NBDC5,5,19.300624,97.840958
INVT,UPC-01,MHS7244-NBDC5,5,17.808028,97.776686
INVT,UPC-01,CMI0078-DN1P4.92,4.92,19.088695,98.938143
INVT,UPC-01,CMI1601-DN1P4.92,4.92,18.773117,99.015723
INVT,UPC-01,CMI1610-DN1P4.92,4.92,17.941446,98.707028
INVT,UPC-01,CMI2009-DN1P4.92,4.92,18.847763,99.070908
INVT,UPC-01,CMI2118-DN1P4.92,4.92,19.371778,99.201192
INVT,UPC-01,CMI2250-DN1P4.92,4.92,19.367072,98.961902
INVT,UPC-01,CMI8875-DN1P4.92,4.92,19.553954,98.642368
INVT,UPC-01,CRI0014-DN1P4.92,4.92,19.369499,99.502919
INVT,UPC-01,CRI1991-DN1P4.92,4.92,20.216429,100.42557
INVT,UPC-01,CRI3014-DN1P4.92,4.92,19.25153,99.50578
INVT,UPC-01,CRI8625A-DN1P4.92,4.92,20.108767,99.720485
INVT,UPC-01,CRI8625B-DN1P4.92,4.92,20.108767,99.720485
INVT,UPC-01,CRI8651A-DN1P4.92,4.92,19.607548,99.508675
INVT,UPC-01,CRI8651B-DN1P4.92,4.92,19.607548,99.508675
INVT,UPC-01,LPG0584-DN1P4.92,4.92,18.198333,99.403889
INVT,UPC-01,LPG3120-DN1P4.92,4.92,18.093493,99.34683
INVT,UPC-01,LPG6737-DN1P4.92,4.92,18.716296,99.953945
INVT,UPC-01,LPN1138-DN1P4.92,4.92,19.207994,99.871338
INVT,UPC-01,LPN3007-DN1P4.92,4.92,18.109523,98.887836
INVT,UPC-01,MHS1603-DN1P4.92,4.92,18.831133,97.937284
INVT,UPC-01,MHS6714-DN1P4.92,4.92,18.454749,97.940202
INVT,UPC-01,MHS6749-DN1P4.92,4.92,18.151565,98.213956
INVT,UPC-01,NAN1601-DN1P4.92,4.92,18.327285,100.713139
INVT,UPC-01,NAN1606-DN1P4.92,4.92,19.111687,100.810847
INVT,UPC-01,NAN2413-DN1P4.92,4.92,18.573487,100.748181
INVT,UPC-01,NAN8546-DN1P4.92,4.92,18.543893,100.707363
INVT,UPC-01,NAN8804-DN1P4.92,4.92,19.333817,100.712024
INVT,UPC-01,NAN8805-DN1P4.92,4.92,18.843185,100.438981
INVT,UPC-01,PHE1149-DN1P4.92,4.92,17.980468,100.054221
INVT,UPC-01,PYO6701-DN1P4.92,4.92,19.036606,100.067356
INVT,UPC-01,PYO6713-DN1P4.92,4.92,18.939152,100.245358
INVT,UPC-01,LPN3052A-PN1P4.51,4.51,18.583702,99.055772
INVT,UPC-02,PSN0013-RN3P20,22.14,16.819617,100.289247
INVT,UPC-02,KPP1144-PN3P16.81,16.81,16.479639,99.530306
INVT,UPC-02,PCT6742-DN3P15.58,15.58,16.124972,100.127414
INVT,UPC-02,TAK2391-DN3P14.76,14.76,16.881615,99.122937
INVT,UPC-02,PCB8030-PN3P14.35,14.35,16.574333,101.146133
INVT,UPC-02,PSN0017-DN3P13.53,13.53,16.803498,100.217354
INVT,UPC-02,TAK1609-DN1P13.53,13.53,16.715556,98.590833
INVT,UPC-02,KPP1606-DN1P12.3,12.3,16.476,99.902194
INVT,UPC-02,KPP1616-DN1P11.07,11.07,16.240667,99.726969
INVT,UPC-02,KPP3188-DN1P11.07,11.07,16.10525,99.719472
INVT,UPC-02,TAK6715-DN1P11.07,11.07,17.162913,99.112663
INVT,UPC-02,PCT8803-DN3P10.25,10.25,16.413886,100.165278
INVT,UPC-02,KPP2036-DN3P9.84,9.84,16.664194,99.587131
INVT,UPC-02,PCB2099-DN3P9.84,9.84,16.391275,101.132944
INVT,UPC-02,PCB2158-DN3P9.84,9.84,16.740833,101.253328
INVT,UPC-02,PCB8606-DN1P9.84,9.84,16.852083,101.246525
INVT,UPC-02,PCT1124-DN1P9.84,9.84,16.406667,100.529717
INVT,UPC-02,PSN1160-DN1P9.84,9.84,16.8266,100.432
INVT,UPC-02,SKT1338-DN3P9.84,9.84,17.320612,99.562086
INVT,UPC-02,PCT1125-DN1P9.84,9.8,16.166389,100.581389
INVT,UPC-02,TAK1604-DN1P9.02,9.02,17.228261,98.228395
INVT,UPC-02,SKT8528-DN3P8.6,8.6,17.06561,99.840516
INVT,UPC-02,PSN0012B-DN3P8.2,8.2,16.8267,100.244
