vendor,area,site_name,installed_capacity,latitude,longitude
INVT,UPC-02,PSN0020-DN3P8.2,8.2,16.755395,100.203501
INVT,UPC-02,PCB2161-DN1P6.15,6.15,15.655056,101.10625
INVT,UPC-02,SKT2591-DN1P6.15,6.15,17.007466,99.571114
INVT,UPC-02,TAK7657-NBDC5,5,17.165403,98.582064
INVT,UPC-02,KPP1804-DN1P4.92,4.92,16.286056,99.386219
INVT,UPC-02,PCB1607-DN1P4.92,4.92,16.701858,101.044222
INVT,UPC-02,PCB6797-DN1P4.92,4.92,16.730939,101.742722
INVT,UPC-02,PCT1120-DN3P4.92,4.92,18.538005,99.071731
INVT,UPC-02,PCT1122-DN1P4.92,4.92,16.036139,100.3785
INVT,UPC-02,PSN0543-DN1P4.92,4.92,17.040682,100.196905
INVT,UPC-02,PSN1600-DN1P4.92,4.92,16.567169,100.636787
INVT,UPC-02,PSN1608-DN1P4.92,4.92,17.27167,100.588407
INVT,UPC-02,PSN2003-DN1P4.92,4.92,16.863185,100.683219
INVT,UPC-02,PSN8807-DN1P4.92,4.92,16.8626,100.682
INVT,UPC-02,SKT2032-DN1P5,4.92,16.939167,99.974722
INVT,UPC-02,TAK6763B-DN1P5,4.92,16.551667,98.699722
INVT,UPC-02,TAK8006-DN1P5,4.92,16.018056,98.860556
INVT,BMA-02,RBN21-AGN3P21.32,21.32,13.70979,100.523858
INVT,BMA-02,BGT21-AN3P20,20,13.787222,100.498611
INVT,BMA-02,CSW03-AGN3P20,20,13.745,100.418
INVT,BMA-02,LTY05-AN3P15,15,13.720247,100.49687
INVT,BMA-02,NGK02-AN3P15,15,13.703338,100.343601
INVT,BMA-02,PSN08-AN3P12.3,12.3,13.714722,100.416667
INVT,BMA-02,BGT02-AN3P10,10,13.758333,100.406389
INVT,BMA-02,BGT08-AN3P10,10,13.784444,100.458889
INVT,BMA-02,BGT16-AN3P10,10,13.7725,100.481944
INVT,BMA-02,BKE02-AN3P10,10,13.721944,100.460556
INVT,BMA-02,BKE05-AN3P10,10,13.736944,100.439444
INVT,BMA-02,CSW08-AN3P10,10,13.758333,100.4775
INVT,BMA-02,DKN01-AN3P10,10,13.683333,100.464444
INVT,BMA-02,DKN09-AN3P10,10,13.705833,100.480278
INVT,BMA-02,EKC16-AN3P10,10,13.691944,100.44
INVT,BMA-02,EKC21-AN3P10,10,13.659444,100.398889
INVT,BMA-02,MSK07-AN3P10,10,13.6875,100.364
INVT,BMA-02,MSK09-AN3P10,10,13.715278,100.3725
INVT,BMA-02,NGK04-AN3P10,10,13.7059,100.33
INVT,BMA-02,PMT05-AN3P10,10,13.789444,100.343889
INVT,BMA-02,PSN04-AN3P10,10,13.701891,100.391582
INVT,BMA-02,TNB02-AN3P9.84,9.84,13.7216,100.489
INVT,BMA-02,EKC03-AN3P9.02,9.02,13.735928,100.521278
INVT,BMA-02,EKC08-AN3P9.02,9.02,13.6461,100.448999
INVT,BMA-02,RBN01-AN3P9.02,9.02,13.625222,100.053583
INVT,BMA-02,EKC09-AN3P8.61,8.61,13.616356,100.440475
INVT,BMA-02,EKC28-AN3P8.61,8.61,6.449289,100.063167
INVT,BMA-02,RBN10-AN3P7.79,7.79,13.677448,100.491864
INVT,BMA-02,BKE6028-NB1P5,6,13.783056,100.451944
INVT,BMA-02,BKE6046-NB1P5,6,13.774167,100.365833
INVT,BMA-02,BKE8521-NB1P4,6,13.788333,100.425833
INVT,BMA-02,BKE1110-NB1P5,5,13.606015,100.388166
INVT,BMA-02,BKE1129-NB1P5,5,13.735985,100.396708
INVT,BMA-02,BKE8614-NB1P5,5,13.686667,100.450278
INVT,BMA-02,BKE8713-NB1P5,5,13.620833,100.488333
INVT,BMA-02,BKE8728-NB1P4,5,13.631944,100.4925
INVT,BMA-02,BKE1022-NB1P5,4.92,13.7839,100.385
INVT,BMA-02,BKE1065-NB1P5,4.92,13.666389,100.468056
INVT,BMA-02,BKE1066-NB1P5,4.92,13.608333,100.403889
INVT,BMA-02,BKE1108-NB1P4,4.92,13.7929,100.45
INVT,BMA-02,BKE1139-NB1P5,4.92,13.796944,100.408056
INVT,BMA-02,BKE8610-NB1P4,4.9,40.727157,-73.988807
INVT,BMA-02,BKE0023-NB1P4,4.1,13.624167,100.4525
INVT,BMA-02,BKE1002-NB1P4,4.1,13.786389,100.400556
INVT,BMA-02,BKE1072-NB1P4,4.1,14.126111,100.636942
INVT,BMA-02,BKE1115-NB1P4,4.1,13.797778,100.376389
INVT,BMA-02,BKE8587-NB1P4,4.09,13.638256,100.406824
INVT,BMA-02,BKE8630-NB1P4,4.09,13.658779,100.34308
INVT,BMA-02,BKE8635-NB1P4,4.09,13.698243,100.368962
INVT,BMA-02,BKE8660-NB1P4,4.09,13.737411,100.35665
INVT,BMA-02,BKE8703-NB1P4,4.09,13.704911,100.372529
INVT,BMA-02,BKE8733-NB1P4,4.09,13.728605,100.439267
INVT,BMA-02,BKE8771-NB1P4,4.09,13.647606,100.441566
INVT,BMA-02,BKE1119-NB1P4,4,13.586111,101.198333
INVT,BMA-02,BKE1120-NB1P4,4,14.194719,100.57805
INVT,BMA-02,BKE1130-NB1P4,4,14.231389,100.578611
INVT,BMA-02,BKE1132-NB1P4,4,14.099167,100.656111
INVT,BMA-02,BKE6036-NB1P4,4,14.232222,100.651667
INVT,BMA-02,BKE8593-NB1P4,4,13.676944,100.4525
INVT,BMA-02,BKE8601-NB1P4,4,14.131108,100.64055
INVT,BMA-02,BKE8626-NB1P4,4,13.731389,100.469444
INVT,BMA-02,BKE8632-NB1P4,4,14.164722,100.5925
INVT,BMA-02,BKE8633-NB1P4,4,14.168611,100.6075
INVT,BMA-02,BKE8688-NB1P4,4,13.6468,100.361
INVT,BMA-04,BBB01-AN3P20,20,13.572241,100.795152
INVT,BMA-04,BPL06-AN3P20,20,13.635481,100.710383
INVT,BMA-04,SPK08-AN3P18.45,18.45,13.584722,100.613333
INVT,BMA-04,BGU05-AN3P12.3,12.3,13.53191,100.631213
INVT,BMA-04,BPL02-AN3P10,10,13.665891,100.686738
INVT,BMA-04,BBO03-AN3P9.84,9.84,13.5683,100.839
INVT,BMA-04,BBO09-AN3P9.84,9.84,13.51029,100.811973
INVT,BMA-04,BNA19-AN3P9.84,9.84,13.662778,100.614722
INVT,BMA-04,BPL04-AN3P9.84,9.84,13.599636,100.718356
INVT,BMA-04,KGC08-AN3P9.84,9.84,13.810556,100.626944
INVT,BMA-04,KGC18-AN3P9.84,9.84,13.816944,100.627778
INVT,BMA-04,ONT07-AN3P9.84,9.84,13.812778,100.625278
INVT,BMA-04,RKH04-AN3P9.84,9.84,13.771389,100.664167
INVT,BMA-04,SPK06-AN3P9.84,9.84,13.596944,100.610278
INVT,BMA-04,BNA15-AN3P9.43,9.43,13.685833,100.632778
INVT,BMA-04,PPG09-AN3P9.43,9.43,13.615915,100.511492
INVT,BMA-04,PSP21-AN3P9.43,9.43,13.601667,100.658889
INVT,BMA-04,SPK04-AN3P9.43,9.43,13.570702,100.608298
INVT,BMA-04,PSP12-AN3P9.10,9.1,13.649842,100.560606
INVT,BMA-04,PPG03-AN3P9.02,9.02,13.670055,100.518707
INVT,BMA-04,SMP8588-NB1P4,6,13.631667,100.570833
INVT,BMA-04,BKF6065-NB1P5,5,13.687778,100.690556
INVT,BMA-04,SMP1097-NB1P4,5,13.6892,100.571
INVT,BMA-04,BKB0162-NB1P5,4.92,13.72808,100.606584
INVT,BMA-04,BKF1062-NB1P5,4.92,13.7894,100.637
INVT,BMA-04,BKF1097-NB1P5,4.92,13.701944,100.696389
INVT,BMA-04,BKF1165-NB1P5,4.92,13.739308,100.663302
INVT,BMA-04,BKF1201-NB3P5,4.92,13.739821,100.646484
INVT,BMA-04,SMP0008-NB1P6,4.92,13.574167,100.600556
INVT,BMA-04,SMP0044-NB1P5,4.92,13.614722,100.8425
INVT,BMA-04,SMP1011-NB1P5,4.92,13.600833,100.770556
INVT,BMA-04,SMP1018-NB1P5,4.92,13.564167,100.766944
INVT,BMA-04,SMP1020-NB1P5,4.92,13.640278,100.769444
INVT,BMA-04,SMP1024-NB1P5,4.92,13.620833,100.734444
INVT,BMA-04,SMP1033-NB1P5,4.92,13.5936,100.658
INVT,BMA-04,SMP1042-NB1P5,4.92,13.539722,100.843611
INVT,BMA-04,SMP1058-NB1P5,4.92,13.5925,100.743333
INVT,BMA-04,SMP1064-NB1P5,4.92,13.645,100.673889
INVT,BMA-04,SMP1067-NB1P5,4.92,13.5844,100.726
INVT,BMA-04,SMP1070-NB1P5,4.92,13.607315,100.606943
INVT,BMA-04,SMP1071-NB1P5,4.92,13.5841,100.708
INVT,BMA-04,SMP1081-NB1P5,4.92,13.5642,100.795
INVT,BMA-04,SMP1091-NB1P5,4.92,13.592778,100.772778
INVT,BMA-04,SMP1092-NB1P6,4.92,13.579167,100.6125
INVT,BMA-04,SMP1093-NB1P5,4.92,13.585556,100.608333
INVT,BMA-04,SMP1099-NB1P6,4.92,13.625,100.596667
INVT,BMA-04,SMP1113-NB1P5,4.92,13.503333,100.837778
INVT,BMA-04,SMP1117-NB1P5,4.92,13.539075,100.563368
INVT,BMA-04,SMP8508-NB1P6,4.92,13.521356,100.680696
INVT,BMA-04,SMP8658-NB1P5,4.92,13.631158,100.6959
INVT,BMA-04,SMP8692-NB1P5,4.92,13.601667,100.460278
INVT,BMA-04,SMP8695-NB1P5,4.92,13.605278,100.541667
INVT,BMA-04,SMP8721-NB1P5,4.92,13.505278,100.734444
INVT,BMA-04,SMP7110-NB1P5,4.62,13.5512,100.672
INVT,BMA-04,BKB6725-NB1P4,4.1,13.7174,100.61
INVT,BMA-04,BKF0049-NB1P4,4.1,13.7475,100.663333
INVT,BMA-04,BKFA347-NB1P4.1,4.1,13.810833,100.624167
INVT,BMA-04,BKF1126-NB1P4,4.1,13.704457,100.657084
INVT,BMA-04,BKF6781-NB1P4,4.1,13.668434,100.690469
INVT,BMA-04,BKF8523-NB1P4,4.1,13.772461,100.688879
INVT,BMA-04,BKF8584-NB1P4,4.1,13.710209,100.698749
INVT,BMA-04,BKF8591-NB1P4,4.1,13.736,100.687
INVT,BMA-04,BKF8612-NB1P4,4.1,13.709727,100.687057
INVT,BMA-04,BKF8628-NB1P4,4.1,13.769,100.696
INVT,BMA-04,SMP0005-NB1P6,4.1,13.511389,100.720278
INVT,BMA-04,SMP0012-NB1P4,4.1,13.636389,100.888056
INVT,BMA-04,SMP1065-NB1P4,4.1,13.603611,100.878889
INVT,BMA-04,SMP1073-NB1P6,4.1,13.586944,100.611667
INVT,BMA-04,SMP6007-NB1P4,4.1,13.6975,100.832778
INVT,BMA-04,SMP7132-NB1P4,4.1,13.620556,100.726389
INVT,BMA-04,SMP8522-NB1P6,4.1,13.603553,100.744168
INVT,BMA-04,SMP8530-NB1P6,4.1,13.624722,100.758056
INVT,BMA-04,SMP8555-NB1P4,4.1,13.567,100.665
INVT,BMA-04,SMP8570-NB1P6,4.1,13.597408,100.73587
INVT,BMA-04,SMP8580-NB1P4,4.1,13.640989,100.526049
INVT,BMA-04,SMP8617-NB1P4,4.1,13.655038,100.572247
INVT,BMA-04,SMP8618-NB1P4,4.1,13.6589,100.579
INVT,BMA-04,SMP8660-NB1P4,4.1,13.604075,100.700008
INVT,BMA-04,SMP8667-NB1P4,4.1,13.608109,100.534633
INVT,BMA-04,SMP8800-NB1P4,4.1,13.523611,100.748889
INVT,BMA-04,SMP1096-NB1P6,4,13.562823,100.720988
INVT,BMA-04,SMP8630-NB1P6,4,13.591389,100.669722
INVT,BMA-04,SMP8736-NB1P6,4,13.555404,100.688138
INVT,BMA-05,ITM07-AN3P20,20,13.781051,100.591063
INVT,BMA-05,PYT06-AN3P15,15,13.7929,100.558
INVT,BMA-05,PKG04-AN3P10,10,13.803333,100.596389
INVT,BMA-05,SMS02-AN3P10,10,13.784722,100.521389
INVT,BMA-05,CYP07-AN3P9.84,9.84,13.733056,100.601667
INVT,BMA-05,TKC04-AN3P8.56,8.56,13.702614,100.530045
INVT,BMA-01,PTT19-AN3P17.12,17.12,14.045053,100.431222
INVT,BMA-01,PTT06-AN3P15.52,15.52,14.044028,100.477222
INVT,BMA-01,DNM21-AN3P11.89,11.89,13.921111,100.659722
INVT,BMA-01,NWW07-AN3P11.89,11.89,13.88109,100.499275
INVT,BMA-01,BBT13-AN3P10.66,10.66,13.875836,100.425655
INVT,BMA-01,BBT15-AN3P10.66,10.66,13.897205,100.397594
INVT,BMA-01,BBT35-AN3P10.66,10.66,14.078889,100.311667
INVT,BMA-01,BGT31-AN3P10.66,10.66,13.842222,100.481944
INVT,BMA-01,DNM17-AN3P10.25,10.25,13.900576,100.638663
INVT,BMA-01,BBT02-AN3P9.84,9.84,13.9262,100.412
INVT,BMA-01,BBT20-AN3P9.84,9.84,13.851017,100.427473
INVT,BMA-01,BBT22-AN3P9.84,9.84,13.848491,100.412409
INVT,BMA-01,BBT27-AN3P9.84,9.84,13.984621,100.317614
INVT,BMA-01,BBT38-AN3P9.84,9.84,13.910062,100.364934
INVT,BMA-01,NTB04-AN3P9.02,9.02,13.870019,100.485836
INVT,BMA-01,NTB12-AN3P9.02,9.02,13.843796,100.504646
INVT,BMA-01,BAN04-AN3P8.61,8.61,13.9825,100.589167
INVT,BMA-01,PTT10-AN3P8.61,8.61,6.449289,100.063167
INVT,BMA-01,CWT04-AN3P8.2,8.2,13.885833,100.551944
INVT,BMA-01,PKK06-AN3P8.2,8.2,13.941389,100.541389
INVT,BMA-01,SIK07-AN3P8.2,8.2,13.927655,100.568844
INVT,BMA-01,BKF6004-NB1P5,5,13.925278,100.628889
INVT,BMA-01,NTB0033-NB1P5,5,14.018612,100.298551
INVT,BMA-01,NTB0034-NB1P5,5,13.850003,100.492078
INVT,BMA-01,NTB1038-NB1P5,5,13.747894,100.319356
INVT,BMA-01,NTB1041-NB1P5,5,13.747837,100.319334
INVT,BMA-01,NTB1043-NB1P5,5,13.88637,100.448184
INVT,BMA-01,NTB1048-NB1P5,5,13.747885,100.319341
INVT,BMA-01,NTB1050-NB1P5,5,13.863617,100.464994
INVT,BMA-01,NTB1053-NB1P5,5,13.747885,100.319365
INVT,BMA-01,NTB1059-NB1P5,5,13.944167,100.381389
INVT,BMA-01,NTB1062-NB1P5,5,13.768477,100.490494
INVT,BMA-01,NTB1082-NB1P5,5,13.888611,100.54
INVT,BMA-01,NTB1091-NB1P5,5,14.058333,100.331111
INVT,BMA-01,NTB6025-NB1P5,5,13.894722,100.441944
INVT,BMA-01,NTB8555-NB1P5,5,13.928056,100.439444
INVT,BMA-01,NTB8604-NB1P5,5,13.973611,100.392778
INVT,BMA-01,NTB8611-NB1P5,5,13.921389,100.361667
INVT,BMA-01,NTB8648-NB1P5,5,13.9225,100.35
INVT,BMA-01,NTB8677-NB1P5,5,13.926389,100.378333
INVT,BMA-01,NTB8685-NB1P5,5,13.917222,100.3025
INVT,BMA-01,NTB0023-NB1P5,4.92,13.942778,100.442778
INVT,BMA-01,NTB0032-NB1P5,4.92,13.888333,100.335
INVT,BMA-01,NTB1056-NB1P5,4.92,13.908333,100.3775
INVT,BMA-01,NTB1090-NB1P5,4.92,13.964722,100.463611
INVT,BMA-01,NTB1096-NB1P5,4.92,13.840278,100.338056
INVT,BMA-01,NTB1123-NB1P5,4.92,13.830833,100.355556
INVT,BMA-01,NTB6016-NB1P5,4.92,13.908889,100.353611
INVT,BMA-01,NTB8535-NB1P5,4.92,13.844167,100.399722
INVT,BMA-01,NTB8552-NB1P5,4.92,13.901667,100.450833
INVT,BMA-01,NTB8603-NB1P5,4.92,13.9575,100.402778
INVT,BMA-01,NTB8653-NB1P5,4.92,13.865556,100.454722
INVT,BMA-01,NTB8659-NB1P5,4.92,13.946667,100.419722
INVT,BMA-01,NTB8672-NB1P5,4.92,13.911944,100.285833
INVT,BMA-01,NTB8673-NB1P5,4.92,13.855,100.306111
INVT,BMA-01,NTB8675-NB1P5,4.92,13.922222,100.420833
INVT,BMA-01,PTT1086-NB1P5,4.92,13.945833,100.399167
INVT,BMA-01,PTT1087-NB1P5,4.92,14.116667,100.310556
INVT,BMA-01,BKF1136-NB1P5,4.9,13.888611,100.687222
INVT,BMA-01,BKF8510-NB1P5,4.9,13.888333,100.687222
INVT,BMA-01,NTB0030-NB1P5,4.9,14.088214,100.301636
INVT,BMA-01,BKF6765-NB1P4,4.1,13.9043,100.651
INVT,BMA-01,BKF7003-NB1P4,4.1,13.9095,100.642
INVT,BMA-01,BKF7004-NB1P4,4.1,13.9154,100.634
INVT,BMA-01,BKF8513-NB1P4,4.1,13.936111,100.590833
INVT,BMA-01,BKF8646-NB1P4,4.1,13.9146,100.657
INVT,BMA-01,NTB1003-NB1P4,4.1,13.9151,100.56
INVT,BMA-01,NTB1092-NB1P4,4.1,13.942778,100.315556
INVT,BMA-01,NTB1094-NB1P4,4.1,13.872778,100.360278
INVT,BMA-01,NTB1095-NB1P4,4.1,13.8275,100.386111
INVT,BMA-01,BKF1060-NB1P4,4,13.871111,100.621389
INVT,BMA-01,NTB1008-NB1P4,4,13.89321,100.478885
INVT,BMA-01,NTB1010-NB1P4,4,13.871111,100.621389
INVT,BMA-01,NTB1017-NB1P4,4,13.744356,100.328574
INVT,BMA-01,NTB1045-NB1P4,4,13.820262,100.485513
INVT,BMA-01,NTB1049-NB1P4,4,13.818947,100.440061
INVT,BMA-01,NTB1055-NB1P4,4,13.870833,100.621389
INVT,BMA-01,NTB6715-NB1P4,4,13.747841,100.319337
INVT,BMA-01,NTB6755-NB1P4,4,13.9038,100.449745
INVT,BMA-01,NTB6756-NB1P4,4,13.884904,100.445573
INVT,BMA-01,NTB6760-NB1P4,4,13.811694,100.428603
INVT,BMA-01,NTB6762-NB1P4,4,13.832278,100.48
INVT,BMA-01,NTB6775-NB1P4,4,13.813274,100.390204
INVT,BMA-01,NTB6776-NB1P4,4,13.818003,100.371605
INVT,BMA-01,NTB7104-NB1P4,4,13.747891,100.319435
INVT,BMA-01,NTB7172-NB1P4,4,13.747857,100.319365
INVT,BMA-01,NTB7189-NB1P4,4,13.802458,100.416272
INVT,BMA-01,NTB8517-NB1P4,4,13.74787,100.319328
INVT,BMA-01,NTB8545-NB1P4,4,13.747841,100.319337
INVT,BMA-01,NTB8551-NB1P4,4,13.747867,100.319455
INVT,BMA-01,NTB8589-NB1P4,4,13.776688,100.302454
INVT,BMA-01,NTB8595-NB1P4,4,13.852708,100.406161
INVT,BMA-01,NTB8597-NB1P4,4,13.887108,100.393839
INVT,BMA-01,NTB8618-NB1P4,4,13.747815,100.319348
INVT,UPC-10,RET2065-DN3P16.40,16.4,16.053889,103.641389
INVT,UPC-10,SSK1332-PN3P15.99KW,15.99,15.1105,104.346
INVT,UPC-10,UBR1614-PN3P14.76KW,14.76,14.4919,105
INVT,UPC-10,UBR1620-PN3P14.76KW,14.76,14.5235,105.244
INVT,UPC-10,UBR1642-PN3P13.53,13.53,15.265556,104.817778
INVT,UPC-10,YST1331-PN3P13.12KW,13.12,15.7822,104.163
INVT,UPC-10,RET8516-DN1P12.30,12.3,16.070556,103.941667
INVT,UPC-10,MDH2482-PN3P11.07,11.07,16.545072,104.709481
INVT,UPC-10,RET1605-DN1P11.07,11.07,15.846389,103.559167
INVT,UPC-10,SSK6764-PN3P11.07,11.07,14.6446,104.656
INVT,UPC-10,UBR1643-DN1P11.07,11.07,15.109167,104.904167
INVT,UPC-10,ANC0737-DN1P9.84,9.84,15.6861,104.655
INVT,UPC-10,MHR2037-DN3P9.84,9.84,16.403611,103.1
INVT,UPC-10,RET1610-DN1P9.84,9.84,16.308333,104.206667
INVT,UPC-10,UBR0732-PN3P9.84KW,9.84,15.517852,104.727563
INVT,UPC-10,YST1607-DN1P9.84KW,9.84,15.5333,104.242
INVT,UPC-10,UBR1608-DN1P9.02KW,9.02,16.043844,105.220715
INVT,UPC-10,ANC1609-DN1P4.92,4.92,15.881883,104.911003
INVT,UPC-10,MDH1315-DN1P4.92,4.92,16.381111,104.530278
INVT,UPC-10,MDH1802-DN1P4.92,4.92,16.818056,104.538056
INVT,UPC-10,RET1606-DN4.92,4.92,15.848333,103.890556
INVT,UPC-10,RET1607-DN1P4.92,4.92,16.303056,103.978333
INVT,UPC-10,RET1611-DN1P4.92,4.92,15.656667,103.579167
INVT,UPC-10,SSK1612-DN1P4.92KW,4.92,14.9317,104.398
INVT,UPC-10,SSK1628-DN1P4.92KW,4.92,14.8584,104.037
INVT,UPC-10,UBR1601-DN1P4.92KW,4.92,15.321638,105.493454
INVT,UPC-10,UBR1613-DN1P4.92WK,4.92,14.7583,105.402
INVT,UPC-10,UBR1621-DN1P4.92KW,4.92,15.830424,105.252063
INVT,UPC-10,UBR2075-DN1P4.92KW,4.92,15.2448,105.236
INVT,UPC-10,YST1612-DN1P4.92KW,4.92,15.8354,104.4
INVT,UPC-10,UBR11001-DN1P4.10KW,4.1,15.627946,105.031989
INVT,UPC-10,YST0501-DN1P4.10KW,4.1,15.6274,104.358
INVT,BMA-06,BGS04-AN3P15,15,13.829567,100.538823
INVT,BMA-06,BGS08-AN3P10.66,10.66,13.809862,100.526747
INVT,BMA-06,LKS01-AN3P10.66,10.66,13.873784,100.580268
INVT,BMA-06,LTP06-AN3P10,10,13.803536,100.596468
INVT,BMA-06,LTP14-AN3P10,10,13.800278,100.456389
INVT,BMA-06,RIT12-AN3P9.84,9.84,13.864722,100.645556
INVT,BMA-06,LTP10-AN3P9,9,13.787865,100.617068
INVT,BMA-06,PNC03-AN3P8.56,8.56,13.749983,100.533282
INVT,BMA-06,BKF6722-NB1P4,4.1,13.879444,100.645556
INVT,BMA-06,BKF8501-NB1P4,4.1,13.8416,100.609
INVT,BMA-06,BKA0160-NB1P4,4,13.780556,100.545
INVT,UPC-05,CBR2005-PN3P15,15,12.872,100.938
INVT,UPC-05,CTB0605-PN3P15,14.76,12.611944,102.116944
INVT,UPC-05,RYG2341-DN3P15,14.76,12.778333,101.644722
INVT,UPC-05,SKO2048-PN3P15,14.76,13.813333,102.076667
INVT,UPC-05,PCR2067-PN3P14,13.94,14.066886,101.373639
INVT,UPC-05,CCS0006-DN3P13,13.53,13.545333,100.989711
INVT,UPC-05,PCR0567-DN3P13,13.53,13.983781,101.761921
INVT,UPC-05,CBR0003-DN3P10,9.84,12.909722,100.893056
INVT,UPC-05,CBR0029-DN3P10,9.84,12.666111,100.929444
INVT,UPC-05,CBR0105-DN1P10,9.84,13.158889,100.919444
INVT,UPC-05,CBR0109-DN1P10,9.84,13.324167,100.961667
INVT,UPC-05,CBR1605-DN1P10,9.84,13.299167,100.935278
INVT,UPC-05,CBR1825-DN1P10,9.84,13.120237,101.000816
INVT,UPC-05,CBR2452-DN1P10,9.84,13.448056,101.176667
INVT,UPC-05,CBR4011-DN1P10,9.84,13.4175,101.065833
INVT,UPC-05,CBR4014-DN1P10,9.84,13.291979,101.17434
INVT,UPC-05,CBR6061-DN1P10,9.84,13.064167,101.087778
INVT,UPC-05,CCS0013-PN3P9.84,9.84,13.686398,101.078022
INVT,UPC-05,CCS3013-DN1P10,9.84,13.629722,101.307778
INVT,UPC-05,CCS6010-DN1P10,9.84,13.743331,101.349164
INVT,UPC-05,NKN2044-DN1P10,9.84,14.260833,101.073333
INVT,UPC-05,NKN6008-PN3P9.84,9.84,14.2075,101.242
INVT,UPC-05,PCR1642-DN1P10,9.84,14.071389,101.815833
INVT,UPC-05,PCR4004-DN1P10,9.84,13.9063,101.57
INVT,UPC-05,RYG0012-PN3P10,9.84,12.665556,101.294722
INVT,UPC-05,SKE270612-DN3P10,9.84,13.68,102.491944
INVT,UPC-05,SKO6010-DN1P10,9.84,13.494444,102.185556
INVT,UPC-05,SKO8515-DN1P10,9.84,13.839444,102.625833
INVT,UPC-05,TRT2006-DN1P10,9.84,11.780556,102.878889
INVT,UPC-05,TRT3001-PN3P10,9.84,12.300556,102.476389
INVT,UPC-05,CCS1632-DN1P9,9.02,13.5855,100.922
INVT,UPC-05,CBR6788-NB1P5,6,13.115075,100.958043
INVT,UPC-05,CBR6797-NB1P5,6,13.05807,101.106049
INVT,UPC-05,CBR7038-NB1P5,6,13.141511,101.001414
INVT,UPC-05,CBR7118-NB1P5,6,13.0627,101.07332
INVT,UPC-05,CBR7193-NB1P5,6,13.021942,101.090214
INVT,UPC-05,CBR8651-NB1P5,6,13.150765,100.917086
INVT,UPC-05,CCS4011-NB1P5,6,13.536951,100.951078
INVT,UPC-05,CCS4013-NB1P5,6,13.506649,100.982742
INVT,UPC-05,CCS6709-NB1P5,6,13.761357,100.98867
INVT,UPC-05,CCS6714-NB1P5,6,13.923108,100.975769
INVT,UPC-05,CCS6752-NB1P5,6,13.5303,100.902077
INVT,UPC-05,CCS6764-NB1P5,6,13.563847,100.997345
INVT,UPC-05,CCS7108-NB1P5,6,13.466688,101.007734
INVT,UPC-05,CCS8504-NB1P5,6,13.684353,101.052166
INVT,UPC-05,CCS8506-NB1P5,6,13.751389,101.004167
INVT,UPC-05,CCS8508-NB1P5,6,13.772669,100.937593
INVT,UPC-05,CCS8534-NB1P5,6,13.760426,100.956652
INVT,UPC-05,CCS8553-NB1P5,6,13.522571,100.95721
INVT,UPC-05,CCS8559-NB1P5,6,13.52617,100.992122
INVT,UPC-05,CCS8570-NB1P5,6,13.550116,100.961419
INVT,UPC-05,CCS8595-NB1P5,6,13.660196,101.177294
INVT,UPC-05,RYG7113-NB1P5,5.1,12.985556,101.100556
INVT,UPC-05,RYG8533-NB1P5,5.1,12.676667,101.083056
INVT,UPC-05,RYG8535-NB1P5,5.1,12.717778,101.269167
INVT,UPC-05,CBR6043-DN-1P10,5,12.960111,100.891
INVT,UPC-05,CBR7629-NB1P4,5,13.071833,101.011361
INVT,UPC-05,CTB6001-DN1P5,5,12.593889,101.918611
INVT,UPC-05,AMATA-DN1P5,4.92,13.443056,101.041389
INVT,UPC-05,CBR0028-NB1P5,4.92,12.676389,100.895556
INVT,UPC-05,CBR0115-NB1P5,4.92,13.211667,101.006389
INVT,UPC-05,CBR0553-NB1P5,4.92,13.155,101.375556
INVT,UPC-05,CBR1614-NB1P5,4.92,12.643889,100.953056
INVT,UPC-05,CBR1617-NB1P5,4.92,13.126667,101.035278
INVT,UPC-05,CBR1618-NB1P5,4.92,12.696667,100.953056
INVT,UPC-05,CBR1638-NB1P5,4.92,13.0825,101.005833
INVT,UPC-05,CBR1641-DN1P5,4.92,13.276944,100.962778
INVT,UPC-05,CBR1645-NB1P5,4.92,13.421667,101.113056
INVT,UPC-05,CBR1646-NB1P5,4.92,13.404167,101.209167
INVT,UPC-05,CBR1647-NB1P5,4.92,13.350278,101.198333
INVT,UPC-05,CBR1657-NB1P5,4.92,13.150278,100.936111
INVT,UPC-05,CBR2002-NB1P5,4.92,13.459167,101.026111
INVT,UPC-05,CBR2012-NB1P5,4.92,12.935556,100.973056
INVT,UPC-05,CBR2031-DN1P10,4.92,12.9225,100.907778
INVT,UPC-05,CBR2419-NB1P5,4.92,13.302222,101.111944
INVT,UPC-05,CBR2429-NB1P5,4.92,13.413333,101.3325
INVT,UPC-05,CBR2505-NB1P5,4.92,12.944167,100.941389
INVT,UPC-05,CBR2508-NB1P5,4.92,12.785,100.947222
INVT,UPC-05,CBR3003-NB1P5,4.92,12.887778,101.024722
INVT,UPC-05,CBR3261-NB1P5,4.92,13.131667,100.940278
INVT,UPC-05,CBR3441-NB1P5,4.92,13.336111,101.066944
INVT,UPC-05,CBR3448-NB1P5,4.92,13.206667,101.245833
INVT,UPC-05,CBR3449-NB1P5,4.92,13.270278,101.191667
INVT,UPC-05,CBR4013-NB1P5,4.92,13.345,101.030833
INVT,UPC-05,CBR4017-NB1P5,4.92,13.407222,101.041667
INVT,UPC-05,CBR6021-NB1P5,4.92,12.732778,100.889167
